song_name,song_id,theme_id,lyric,characters
The Confrontation,12,,And the price you had to pay,Javert
The Confrontation,12,,Every man is born in sin,Javert
The Confrontation,12,,Every man must choose his way,Javert
The Confrontation,12,,"I am warning you, Javert",Valjean
The Confrontation,12,,There is nothing I won't dare,Valjean
The Confrontation,12,,If I have to kill you here,Valjean
The Confrontation,12,,I'll do what must be done!	,Valjean
The Confrontation,12,,You know nothing of Javert,Javert
The Confrontation,12,,I was born inside a jail,Javert
The Confrontation,12,,I was born with scum like you,Javert
The Confrontation,12,,"I am from the gutter, too",Javert
The Confrontation,12,,And this I swear to you tonight,Valjean
The Confrontation,12,,There is no place for you to hide,Javert
The Confrontation,12,,Your child will live within my care,Valjean
The Confrontation,12,,Wherever you may hide away,Javert
The Confrontation,12,,And I will raise her to the light	,Valjean
The Confrontation,12,,"I swear to you, I will be there","Valjean,Javert"
Castle on a Cloud,13,,There is a castle on a cloud,Young Cosette
Castle on a Cloud,13,,I like to go there in my sleep,Young Cosette
Castle on a Cloud,13,,Aren't any floors for me to sweep,Young Cosette
Castle on a Cloud,13,,Not in my castle on a cloud,Young Cosette
Castle on a Cloud,13,,There is a room that's full of toys,Young Cosette
Castle on a Cloud,13,,There are a hundred boys and girls,Young Cosette
Castle on a Cloud,13,,Nobody shouts or talks too loud,Young Cosette
Castle on a Cloud,13,,Not in my castle on a cloud,Young Cosette
Castle on a Cloud,13,,There is a lady all in white,Young Cosette
Castle on a Cloud,13,,Holds me and sings a lullaby,Young Cosette
Castle on a Cloud,13,,She's nice to see and she's soft to touch,Young Cosette
Castle on a Cloud,13,,"She says, ""Cosette, I love you very much""",Young Cosette
Castle on a Cloud,13,,I know a place where no one's lost,Young Cosette
Castle on a Cloud,13,,I know a place where no one cries,Young Cosette
Castle on a Cloud,13,,Crying at all is not allowed,Young Cosette
Castle on a Cloud,13,,Not in my castle on a cloud,Young Cosette
Castle on a Cloud,13,,"Oh, help! I think I hear them now",Young Cosette
Castle on a Cloud,13,,And I'm nowhere near finished sweeping,Young Cosette
Castle on a Cloud,13,,And scrubbing and polishing the floors,Young Cosette
Castle on a Cloud,13,,"Oh, it's her!",Young Cosette
Castle on a Cloud,13,,It's Madame!,Young Cosette
Castle on a Cloud,13,,"Now look who's here, the little madame herself",Madame Thenardier
Castle on a Cloud,13,,Pretending once again she's been so awfully good,Madame Thenardier
Castle on a Cloud,13,,Better not let me catch you slacking,Madame Thenardier
Castle on a Cloud,13,,Better not catch my eye,Madame Thenardier
Castle on a Cloud,13,,Ten rotten francs your mother sends me,Madame Thenardier
Castle on a Cloud,13,,What is that going to buy?,Madame Thenardier
Castle on a Cloud,13,,"Now, take that pail, my little ""Mademoiselle""",Madame Thenardier
Castle on a Cloud,13,,And go and draw some water from the well,Madame Thenardier
Castle on a Cloud,13,,"We should never had taken you in, in the first place",Madame Thenardier
Castle on a Cloud,13,,How stupid the things that we do,Madame Thenardier
Castle on a Cloud,13,,"Like mother, like daughter, the scum of the street",Madame Thenardier
Castle on a Cloud,13,,"Eponine, come my dear, Eponine, let me see you",Madame Thenardier
Castle on a Cloud,13,,You look very well in that little blue hat,Madame Thenardier
Castle on a Cloud,13,,There's some little girls who know how to behave,Madame Thenardier
Castle on a Cloud,13,,And they know what to wear,Madame Thenardier
Castle on a Cloud,13,,And I'm saying thank heaven for that,Madame Thenardier
Castle on a Cloud,13,,"Still there, Cosette? Your tears will do you no good",Madame Thenardier
Castle on a Cloud,13,,I told you fetch some water from the well in the wood,Madame Thenardier
Castle on a Cloud,13,,Please do not send me out alone,Young Cosette
Castle on a Cloud,13,,Not in the darkness on my own,Young Cosette
Castle on a Cloud,13,,"Enough of that, or I'll forget to be nice",Madame Thenardier
Castle on a Cloud,13,,You heard me ask for something and I never ask twice,Madame Thenardier
Master of the House,14,,Come on you old pest,Drinkers Diners
Master of the House,14,,Fetch a bottle of your best,Drinkers Diners
Master of the House,14,,What's the nectar of the day,Drinkers Diners
Master of the House,14,,"Here, try this lot",Thenardier
Master of the House,14,,Guaranteed to hit the spot,Thenardier
Master of the House,14,,Or I'm not Thenardier,Thenardier
Master of the House,14,,Gissa glass a' rum,Drinkers Diners
Master of the House,14,,"Landlord, over here!",Drinkers Diners
Master of the House,14,,"Right away, you scum",Thenardier
Master of the House,14,,"Right away, m'sieur",Thenardier
Master of the House,14,,God this place has gone to hell,Drinkers Diners
Master of the House,14,,So you tell me every year,Drinkers Diners
Master of the House,14,,Mine host Thenardier,Drinkers Diners
Master of the House,14,,He was there so they say,Drinkers Diners
Master of the House,14,,At the field of Waterloo,Drinkers Diners
Master of the House,14,,"Got there, it's true",Drinkers Diners
Master of the House,14,,When the fight was all through,Drinkers Diners
Master of the House,14,,But he knew just what to do,Drinkers Diners
Master of the House,14,,"Crawling through the mud, so I've heard it said",Drinkers Diners
Master of the House,14,,Picking through the pockets of the English dead,Drinkers Diners
Master of the House,14,,He made a tidy score,Drinkers Diners
Master of the House,14,,From the spoils of war,Drinkers Diners
Master of the House,14,,My band of soaks,Thenardier
Master of the House,14,,My den of dissolutes,Thenardier
Master of the House,14,,My dirty jokes,Thenardier
Master of the House,14,,My always pissed-as-newts,Thenardier
Master of the House,14,,My sons of whores,Thenardier
Master of the House,14,,Spend their lives in my inn,Thenardier
Master of the House,14,,Homing pigeons homing in,Thenardier
Master of the House,14,,They fly through my doors,Thenardier
Master of the House,14,,And their money's good as yours,Thenardier
Master of the House,14,,Ain't got a clue,Drinkers Diners
Master of the House,14,,What he put in this stew,Drinkers Diners
Master of the House,14,,Must have scraped it off the street,Drinkers Diners
Master of the House,14,,"God, what a wine!",Drinkers Diners
Master of the House,14,,Chateau Neuf de Turpentine,Drinkers Diners
Master of the House,14,,Must have pressed it with his feet,Drinkers Diners
Master of the House,14,,"Landlord, over here",Drinkers Diners
Master of the House,14,,Where's the bloody man,Drinkers Diners
Master of the House,14,,One more for the road,Drinkers Diners
Master of the House,14,,One more slug o' gin,Drinkers Diners
Master of the House,14,,Just one more,Drinkers Diners
Master of the House,14,,Or my old man is gonna do me in,Drinkers Diners
Master of the House,14,,"Welcome, Monsieur, sit yourself down",Thenardier
Master of the House,14,,And meet the best innkeeper in town,Thenardier
Master of the House,14,,"As for the rest, all of 'em crooks",Thenardier
Master of the House,14,,Rooking their guests and cooking the books,Thenardier
Master of the House,14,,Seldom do you see,Thenardier
Master of the House,14,,Honest men like me,Thenardier
Master of the House,14,,A gent of good intent,Thenardier
Master of the House,14,,Who's content to be,Thenardier
Master of the House,14,,"Master of the house, doling out the charm",Thenardier
Master of the House,14,,Ready with a handshake and an open palm,Thenardier
Master of the House,14,,"Tells a saucy tale, makes a little stir",Thenardier
Master of the House,14,,Customers appreciate a bon-viveur,Thenardier
Master of the House,14,,"Glad to do a friend a favor, doesn't cost me to be nice",Thenardier
Master of the House,14,,"But nothing gets you nothing, everything has got a little price!",Thenardier
Master of the House,14,,"Master of the house, keeper of the zoo",Thenardier
Master of the House,14,,Ready to relieve 'em of a sou or two,Thenardier
Master of the House,14,,"Watering the wine, making up the weight",Thenardier
Master of the House,14,,Pickin' up their knick-knacks when they can't see straight,Thenardier
Master of the House,14,,Everybody loves a landlord,Thenardier
Master of the House,14,,Everybody's bosom friend,Thenardier
Master of the House,14,,I do whatever pleases,Thenardier
Master of the House,14,,Jesus! Won't I bleed 'em in the end!,Thenardier
Master of the House,14,,"Master of the house, quick to catch your eye","Drinkers Diners,Thenardier"
Master of the House,14,,Never wants a passerby to pass him by,"Drinkers Diners,Thenardier"
Master of the House,14,,"Servant to the poor, butler to the great","Drinkers Diners,Thenardier"
Master of the House,14,,"Comforter, philosopher, and lifelong mate!","Drinkers Diners,Thenardier"
Master of the House,14,,Everybody's boon companion,"Drinkers Diners,Thenardier"
Master of the House,14,,Everybody's chaperone,"Drinkers Diners,Thenardier"
Master of the House,14,,But lock up your valises,Thenardier
Master of the House,14,,Jesus! Won't I skin you to the bone!,Thenardier
Master of the House,14,,"Enter Monsieur, lay down your load",Thenardier
Master of the House,14,,"Unlace your boots, rest from the road",Thenardier
Master of the House,14,,"This weighs a ton, travel's a curse",Thenardier
Master of the House,14,,But here we strive to lighten your purse,Thenardier
Master of the House,14,,Here the goose is cooked,Thenardier
Master of the House,14,,Here the fat is fried,Thenardier
Master of the House,14,,And nothing's overlooked,Thenardier
Master of the House,14,,Till I'm satisfied,Thenardier
Master of the House,14,,"Food beyond compare, food beyond belief",Thenardier
Master of the House,14,,Mix it in a mincer and pretend it's beef,Thenardier
Master of the House,14,,"Kidney of a horse, liver of a cat",Thenardier
Master of the House,14,,Filling up the sausages with this and that,Thenardier
Master of the House,14,,"Residents are more than welcome, bridal suite is occupied",Thenardier
Master of the House,14,,Reasonable charges plus some little extras on the side,Thenardier
Master of the House,14,,"Charge 'em for the lice, extra for the mice",Thenardier
Master of the House,14,,Two percent for looking in the mirror twice,Thenardier
Master of the House,14,,"Here a little slice, there a little cut",Thenardier
Master of the House,14,,Three percent for sleeping with the window shut,Thenardier
Master of the House,14,,When it comes to fixing prices,Thenardier
Master of the House,14,,There are a lot of tricks he knows,Thenardier
Master of the House,14,,How it all increases,Thenardier
Master of the House,14,,All those bits and pieces,Thenardier
Master of the House,14,,"Jesus, It's amazing how it grows",Thenardier
Master of the House,14,,"Master of the house, quick to catch your eye","Drinkers Diners,Thenardier"
Master of the House,14,,Never wants a passerby to pass him by,"Drinkers Diners,Thenardier"
Master of the House,14,,Servant to the poor butler to the great,"Drinkers Diners,Thenardier"
Master of the House,14,,"Comforter, philosopher, and lifelong mate","Drinkers Diners,Thenardier"
Master of the House,14,,Everybody's boon companion,"Drinkers Diners,Thenardier"
Master of the House,14,,Gives 'em everything he's got,"Drinkers Diners,Thenardier"
Master of the House,14,,Dirty bunch of geezers,Thenardier
Master of the House,14,,"Jesus, what a sorry little lot",Thenardier
Master of the House,14,,I used to dream that I would meet a prince,Madame Thenardier
Master of the House,14,,"But God Almighty, have you seen what's happened since?",Madame Thenardier
Master of the House,14,,Master of the house? Isn't worth me spit!,Madame Thenardier
Master of the House,14,,"'Comforter, philosopher,' and lifelong shit",Madame Thenardier
Master of the House,14,,"Cunning little brain, regular Voltaire",Madame Thenardier
Master of the House,14,,"Thinks he's quite a lover, but there's not much there",Madame Thenardier
Master of the House,14,,What a cruel trick of nature,Madame Thenardier
Master of the House,14,,Landed me with such a louse,Madame Thenardier
Master of the House,14,,God knows how I've lasted,Madame Thenardier
Master of the House,14,,Living with this bastard in the house,Madame Thenardier
Master of the House,14,,Master of the house,"Drinkers Diners,Thenardier"
Master of the House,14,,Master and a half,Madame Thenardier
Master of the House,14,,"Comforter, philosopher","Drinkers Diners,Thenardier"
Master of the House,14,,Don't make me laugh,Madame Thenardier
Master of the House,14,,"Servant to the poor, butler to the great","Drinkers Diners,Thenardier"
Master of the House,14,,Hypocrite and toady and inebriate,Madame Thenardier
Master of the House,14,,Everybody bless the landlord,"Drinkers Diners,Thenardier"
Master of the House,14,,Everybody bless his spouse,"Drinkers Diners,Thenardier"
Master of the House,14,,Everybody raise a glass,Thenardier
Master of the House,14,,Raise it up the master's ass,Madame Thenardier
Master of the House,14,,Everybody raise a glass to the master of the house,All
The Bargain / The Waltz of Treachery,15,,I found her wandering in the wood,Valjean
The Bargain / The Waltz of Treachery,15,,"This little child, I found her trembling in the shadows",Valjean
The Bargain / The Waltz of Treachery,15,,And I am here to help Cosette,Valjean
The Bargain / The Waltz of Treachery,15,,And I will settle any debt you may think proper,Valjean
The Bargain / The Waltz of Treachery,15,,I will pay what I must pay,Valjean
The Bargain / The Waltz of Treachery,15,,To take Cosette away,Valjean
The Bargain / The Waltz of Treachery,15,,There is a duty I must heed,Valjean
The Bargain / The Waltz of Treachery,15,,There is a promise I have made,Valjean
The Bargain / The Waltz of Treachery,15,,For I was blind to one in need,Valjean
The Bargain / The Waltz of Treachery,15,,I did not see what stood before me,Valjean
The Bargain / The Waltz of Treachery,15,,Now her mother is with God,Valjean
The Bargain / The Waltz of Treachery,15,,Fantine's suffering is over,Valjean
The Bargain / The Waltz of Treachery,15,,And I speak here with her voice,Valjean
The Bargain / The Waltz of Treachery,15,,And I stand here in her place,Valjean
The Bargain / The Waltz of Treachery,15,,And from this day and evermore,Valjean
The Bargain / The Waltz of Treachery,15,,"Let me have your coat, M'sieur",Madame Thenardier
The Bargain / The Waltz of Treachery,15,,Cosette shall live in my protection,Valjean
The Bargain / The Waltz of Treachery,15,,You are very welcome here,Thenardier
The Bargain / The Waltz of Treachery,15,,I shall not forsake my vow,Valjean
The Bargain / The Waltz of Treachery,15,,Take a glass,Thenardier
The Bargain / The Waltz of Treachery,15,,Take a chair,Madame Thenardier
The Bargain / The Waltz of Treachery,15,,Cosette shall have a father now	,Valjean
The Bargain / The Waltz of Treachery,15,,"What to do, what to say",Thenardier
The Bargain / The Waltz of Treachery,15,,Shall you carry our treasure away?,Thenardier
The Bargain / The Waltz of Treachery,15,,"What a gem, what a pearl",Thenardier
The Bargain / The Waltz of Treachery,15,,Beyond rubies is our little girl,Thenardier
The Bargain / The Waltz of Treachery,15,,How can we speak of debt,Thenardier
The Bargain / The Waltz of Treachery,15,,Let's not haggle for darling Cosette,Thenardier
The Bargain / The Waltz of Treachery,15,,"Dear Fantine, gone to rest",Thenardier
The Bargain / The Waltz of Treachery,15,,Have we done for her child what is best,Thenardier
The Bargain / The Waltz of Treachery,15,,"Shared our bread, shared each bone",Thenardier
The Bargain / The Waltz of Treachery,15,,Treated her like she's one of our own,Thenardier
The Bargain / The Waltz of Treachery,15,,"Like our own, Monsieur",Thenardier
The Bargain / The Waltz of Treachery,15,,"Your feelings do you credit, sir",Valjean
The Bargain / The Waltz of Treachery,15,,And I will ease the parting blow,Valjean
The Bargain / The Waltz of Treachery,15,,Let us not talk of bargains or bones or greed,Valjean
The Bargain / The Waltz of Treachery,15,,"Now, may I say we are agreed?",Valjean
The Bargain / The Waltz of Treachery,15,,That would quite fit the bill,Madame Thenardier
The Bargain / The Waltz of Treachery,15,,If she hadn't so often been ill,Madame Thenardier
The Bargain / The Waltz of Treachery,15,,"Little dear, cost us dear",Madame Thenardier
The Bargain / The Waltz of Treachery,15,,"Medicines are expensive, M'sieur",Madame Thenardier
The Bargain / The Waltz of Treachery,15,,Not that we begrudged a sou,Madame Thenardier
The Bargain / The Waltz of Treachery,15,,It's no more than we Christians must do,Madame Thenardier
The Bargain / The Waltz of Treachery,15,,"One thing more, one small doubt","Thenardier,Madame Thenardier"
The Bargain / The Waltz of Treachery,15,,There are treacherous people about,"Thenardier,Madame Thenardier"
The Bargain / The Waltz of Treachery,15,,"No offense, please reflect","Thenardier,Madame Thenardier"
The Bargain / The Waltz of Treachery,15,,Your intentions may not be correct,"Thenardier,Madame Thenardier"
The Bargain / The Waltz of Treachery,15,,"No more words, here's your price",Valjean
The Bargain / The Waltz of Treachery,15,,Fifteen hundred for your sacrifice,Valjean
The Bargain / The Waltz of Treachery,15,,"Come, Cosette, say goodbye",Valjean
The Bargain / The Waltz of Treachery,15,,Let us seek out some friendlier sky,Valjean
The Bargain / The Waltz of Treachery,15,,Thank you both for Cosette,Valjean
The Bargain / The Waltz of Treachery,15,,It won't take you too long to forget,Valjean
The Bargain / The Waltz of Treachery,15,,"Come, Cosette, come, my dear",Valjean
The Bargain / The Waltz of Treachery,15,,From now on I will always be here,Valjean
The Bargain / The Waltz of Treachery,15,,"Where I go, you will be",Valjean
The Bargain / The Waltz of Treachery,15,,Will there be children and castles to see?,Young Cosette
The Bargain / The Waltz of Treachery,15,,"Yes, Cosette, yes, it's true",Valjean
The Bargain / The Waltz of Treachery,15,,There's a castle just waiting for you,Valjean
Look Down,16,,Look down and see the beggars at your feet,Beggars
Look Down,16,,Look down and show some mercy if you can,Beggars
Look Down,16,,Look down and see the sweepings of the street,Beggars
Look Down,16,,"Look down, look down, upon your fellow man",Beggars
Look Down,16,,How do you do? My name's Gavroche,Gavroche
Look Down,16,,"These are my people, here's my patch",Gavroche
Look Down,16,,"Not much to look at, nothing posh",Gavroche
Look Down,16,,Nothing that you'd call up to scratch,Gavroche
Look Down,16,,"This is my school, my high society",Gavroche
Look Down,16,,Here in the slums of Saint Michel,Gavroche
Look Down,16,,We live on crumbs of humble piety,Gavroche
Look Down,16,,"Tough on the teeth, but what the hell",Gavroche
Look Down,16,,"Think you're poor, think you're free",Gavroche
Look Down,16,,"Follow me, follow me!",Gavroche
Look Down,16,,"Look down, and show some mercy if you can",Beggars
Look Down,16,,"Look down, look down upon your fellow man",Beggars
Look Down,16,,What you think you're at,Old Beggar Woman
Look Down,16,,Hanging round me pitch,Old Beggar Woman
Look Down,16,,"If you're new around here, girl",Old Beggar Woman
Look Down,16,,You've got a lot to learn,Old Beggar Woman
Look Down,16,,Listen you old bat,Young Prostitute
Look Down,16,,Crazy bloody witch,Young Prostitute
Look Down,16,,'Least I give my customers,Young Prostitute
Look Down,16,,Some pleasure in return,Young Prostitute
Look Down,16,,I know what you give,Old Beggar Woman
Look Down,16,,Give 'em all the pox,Old Beggar Woman
Look Down,16,,Spread around your poison,Old Beggar Woman
Look Down,16,,Till they end up in a box,Old Beggar Woman
Look Down,16,,Leave the poor old cow,Pimp
Look Down,16,,"Move it, Madeleine",Pimp
Look Down,16,,She used to be no better,Pimp
Look Down,16,,Till the clap got to her brain,Pimp
Look Down,16,,When's it gonna end,Beggars
Look Down,16,,When we gonna live,Beggars
Look Down,16,,Something's gotta happen now or,Beggars
Look Down,16,,Something's gonna give,Beggars
Look Down,16,,"It'll come, it'll come, it'll come",Beggars
Look Down,16,,"It'll come, it'll come, it'll come",Beggars
Look Down,16,,Where are the leaders of the land?,Enjolras
Look Down,16,,Where are the swells who run this show?,Enjolras
Look Down,16,,Only one man and that's LaMarque,Marius
Look Down,16,,Speaks for the people here below,Marius
Look Down,16,,See our children fed,Beggars
Look Down,16,,Help us in our shame,Beggars
Look Down,16,,Something for a crust of bread,Beggars
Look Down,16,,In Holy Jesus' name,Beggars
Look Down,16,,In the Lord's Holy name,Urchin
Look Down,16,,"In his name, in his name, in his name",Beggars
Look Down,16,,LaMarque is ill and fading fast,Marius
Look Down,16,,Won't last the week out so they say,Marius
Look Down,16,,With all the anger in the land,Enjolras
Look Down,16,,How long before the judgement day,Enjolras
Look Down,16,,Before we cut the fat ones down to size,Enjolras
Look Down,16,,Before the barricades arise,Enjolras
Look Down,16,,Watch out for old Thénardier,Gavroche
Look Down,16,,All of his family is on the make,Gavroche
Look Down,16,,Once ran a hash-house down the way,Gavroche
Look Down,16,,Bit of a swine and no mistake,Gavroche
Look Down,16,,"He's got a gang, the bleeding layabout",Gavroche
Look Down,16,,Even his daughter does her share,Gavroche
Look Down,16,,"That's Éponine, she knows her way about",Gavroche
Look Down,16,,"Only a kid, but hard to scare",Gavroche
Look Down,16,,Do we care? Not a cuss,Gavroche
Look Down,16,,"Long live us, long live us!",Gavroche
Look Down,16,,Look down and show,Beggars
Look Down,16,,Some mercy if you can,Beggars
Look Down,16,,"Look down, look down",Beggars
Look Down,16,,Upon your fellow man,Beggars
The Robbery / Javert's Intervention,17,,"Everyone here, you know your place",Thenardier
The Robbery / Javert's Intervention,17,,"Brujon, Babet, Claqusous!",Thenardier
The Robbery / Javert's Intervention,17,,"You, Montparnasse, watch for the law",Thenardier
The Robbery / Javert's Intervention,17,,"With Eponine, take care",Thenardier
The Robbery / Javert's Intervention,17,,You turn on the tears,Thenardier
The Robbery / Javert's Intervention,17,,"No mistakes, my dears",Thenardier
The Robbery / Javert's Intervention,17,,These bloody students on our streets,Madame Thenardier
The Robbery / Javert's Intervention,17,,Here they come slumming once again,Madame Thenardier
The Robbery / Javert's Intervention,17,,Our Eponine would kiss their feet,Madame Thenardier
The Robbery / Javert's Intervention,17,,She never had a scrap of brain,Madame Thenardier
The Robbery / Javert's Intervention,17,,"Hey, Eponine, what's up today",Marius
The Robbery / Javert's Intervention,17,,I haven't seen you much about,Marius
The Robbery / Javert's Intervention,17,,"Here, you can always catch me in",Eponine
The Robbery / Javert's Intervention,17,,Mind the police don't catch you out,Marius
The Robbery / Javert's Intervention,17,,"Here, whatcher doing with all them books",Eponine
The Robbery / Javert's Intervention,17,,"I could have been a student, too",Eponine
The Robbery / Javert's Intervention,17,,Don't judge a girl on how she looks,Eponine
The Robbery / Javert's Intervention,17,,"I know a lot of things, I do",Eponine
The Robbery / Javert's Intervention,17,,"Poor Eponine, the things you know",Marius
The Robbery / Javert's Intervention,17,,You wouldn't find in books like these,Marius
The Robbery / Javert's Intervention,17,,I like the way you grow your hair,Eponine
The Robbery / Javert's Intervention,17,,I like the way you always tease,Marius
The Robbery / Javert's Intervention,17,,Little he knows... little he sees,Eponine
The Robbery / Javert's Intervention,17,,"Here's the old boy, stay on the job",Madame Thenardier
The Robbery / Javert's Intervention,17,,And watch out for the law,Madame Thenardier
The Robbery / Javert's Intervention,17,,Stay out of this,Eponine
The Robbery / Javert's Intervention,17,,But Eponine—,Marius
The Robbery / Javert's Intervention,17,,You'll be in trouble here,Eponine
The Robbery / Javert's Intervention,17,,It's not your concern,Eponine
The Robbery / Javert's Intervention,17,,You'll be in the clear,Eponine
The Robbery / Javert's Intervention,17,,Who is that man?,Marius
The Robbery / Javert's Intervention,17,,Leave me alone,Eponine
The Robbery / Javert's Intervention,17,,Why is he here?,Marius
The Robbery / Javert's Intervention,17,,"Hey, Eponine!",Marius
The Robbery / Javert's Intervention,17,,"I didn't see you there, forgive me",Marius
The Robbery / Javert's Intervention,17,,"Please M'sieur, come this way",Thenardier
The Robbery / Javert's Intervention,17,,Here's a child that ain't eaten today,Thenardier
The Robbery / Javert's Intervention,17,,"Save a life, spare a sou",Thenardier
The Robbery / Javert's Intervention,17,,God rewards all the good that you do,Thenardier
The Robbery / Javert's Intervention,17,,Wait a bit— know that face,Thenardier
The Robbery / Javert's Intervention,17,,Ain't the world a remarkable place?,Thenardier
The Robbery / Javert's Intervention,17,,Men like me don't forget,Thenardier
The Robbery / Javert's Intervention,17,,You're the bastard that borrowed Cosette,Thenardier
The Robbery / Javert's Intervention,17,,What is this? Are you mad?,Valjean
The Robbery / Javert's Intervention,17,,"No, Monsieur, you don't know what you do",Valjean
The Robbery / Javert's Intervention,17,,"You know me, you know me",Thenardier
The Robbery / Javert's Intervention,17,,"I'm a con, just like you",Thenardier
The Robbery / Javert's Intervention,17,,It's the police! Disappear!,Eponine
The Robbery / Javert's Intervention,17,,Run for it! It's Javert!,Eponine
The Robbery / Javert's Intervention,17,,Another brawl in the square,Javert
The Robbery / Javert's Intervention,17,,Another stink in the air,Javert
The Robbery / Javert's Intervention,17,,Was there a witness to this?,Javert
The Robbery / Javert's Intervention,17,,"Well, let him speak to Javert",Javert
The Robbery / Javert's Intervention,17,,"M'sieur, the streets are not safe",Javert
The Robbery / Javert's Intervention,17,,But let these vermin beware,Javert
The Robbery / Javert's Intervention,17,,We'll see that justice is done,Javert
The Robbery / Javert's Intervention,17,,Look upon this fine collection,Javert
The Robbery / Javert's Intervention,17,,Crawled from underneath a stone,Javert
The Robbery / Javert's Intervention,17,,This swarm of worms and maggots,Javert
The Robbery / Javert's Intervention,17,,Could have picked you to the bone,Javert
The Robbery / Javert's Intervention,17,,I know this man over here,Javert
The Robbery / Javert's Intervention,17,,I know his name and his trade,Javert
The Robbery / Javert's Intervention,17,,"And on your witness, M'sieur",Javert
The Robbery / Javert's Intervention,17,,We'll see him suitably paid,Javert
The Robbery / Javert's Intervention,17,,But where's the gentleman gone,Javert
The Robbery / Javert's Intervention,17,,And why on earth did he run?,Javert
The Robbery / Javert's Intervention,17,,You will have a job to catch him,Thenardier
The Robbery / Javert's Intervention,17,,He's the one you should arrest,Thenardier
The Robbery / Javert's Intervention,17,,No more bourgeois when you scratch him,Thenardier
The Robbery / Javert's Intervention,17,,Than that brand upon his chest!,Thenardier
The Robbery / Javert's Intervention,17,,Could it be he's some old jailbird,Javert
The Robbery / Javert's Intervention,17,,That the tide now washes in?,Javert
The Robbery / Javert's Intervention,17,,Heard my name and started running,Javert
The Robbery / Javert's Intervention,17,,Had the brand upon his skin,Javert
The Robbery / Javert's Intervention,17,,And the girl who stood beside him,Javert
The Robbery / Javert's Intervention,17,,When I turned they both had gone,Javert
The Robbery / Javert's Intervention,17,,Could he be the man I've hunted?,Javert
The Robbery / Javert's Intervention,17,,Could it be he's Jean Valjean?,Javert
The Robbery / Javert's Intervention,17,,In the absence of a victim,Thenardier
The Robbery / Javert's Intervention,17,,"Dear Inspector, may I go?",Thenardier
The Robbery / Javert's Intervention,17,,And remember when you've nicked him,Thenardier
The Robbery / Javert's Intervention,17,,It was me who told you so!,Thenardier
The Robbery / Javert's Intervention,17,,Let the old man keep on running,Javert
The Robbery / Javert's Intervention,17,,I will run him off his feet,Javert
The Robbery / Javert's Intervention,17,,Everyone about your business,Javert
The Robbery / Javert's Intervention,17,,Clear this garbage off the street!,Javert
Stars,18,,"There, out in the darkness",Javert
Stars,18,,A fugitive running,Javert
Stars,18,,"Fallen from God, fallen from grace",Javert
Stars,18,,God be my witness,Javert
Stars,18,,I never shall yield,Javert
Stars,18,,Till we come face to face,Javert
Stars,18,,Till we come face to face,Javert
Stars,18,,He knows his way in the dark,Javert
Stars,18,,But mine is the way of the Lord,Javert
Stars,18,,Those who follow the path of the righteous,Javert
Stars,18,,Shall have their reward,Javert
Stars,18,,And if they fall as Lucifer fell,Javert
Stars,18,,"The flame, the sword",Javert
Stars,18,,"Stars, in your multitudes",Javert
Stars,18,,Scarce to be counted,Javert
Stars,18,,Filling the darkness with order and light,Javert
Stars,18,,You are the sentinels,Javert
Stars,18,,Silent and sure,Javert
Stars,18,,Keeping watch in the night,Javert
Stars,18,,Keeping watch in the night,Javert
Stars,18,,You know your place in the sky,Javert
Stars,18,,You hold your course and your aim,Javert
Stars,18,,And each in your season returns and returns,Javert
Stars,18,,And is always the same,Javert
Stars,18,,And if you fall as Lucifer fell,Javert
Stars,18,,You fall in flame,Javert
Stars,18,,And so it must be,Javert
Stars,18,,For so it is written,Javert
Stars,18,,On the doorway to paradise,Javert
Stars,18,,That those who falter and those who fall,Javert
Stars,18,,Must pay the price,Javert
Stars,18,,Lord let me find him,Javert
Stars,18,,That I may see him,Javert
Stars,18,,Safe behind bars,Javert
Stars,18,,I will never rest,Javert
Stars,18,,"Till then, this I swear",Javert
Stars,18,,This I swear by the stars!,Javert
Stars,18,,That inspector thinks he's something,Gavroche
Stars,18,,But it's me that runs this town,Gavroche
Stars,18,,And my theater never closes,Gavroche
Stars,18,,And the curtain's never down,Gavroche
Stars,18,,"Trust Gavroche, have no fear",Gavroche
Stars,18,,"Don't you worry, auntie dear",Gavroche
Stars,18,,You can always find me here,Gavroche
Eponine's Errand,19,,Cosette! Now I remember!,Eponine
Eponine's Errand,19,,Cosette! How can it be?,Eponine
Eponine's Errand,19,,We were children together,Eponine
Eponine's Errand,19,,Look what's become of me,Eponine
Eponine's Errand,19,,"Good God! Oh, what a rumpus!",Eponine
Eponine's Errand,19,,"That girl, who can she be?",Marius
Eponine's Errand,19,,That cop! He'd like to jump us,Eponine
Eponine's Errand,19,,"But he ain't smart, not he",Eponine
Eponine's Errand,19,,"Éponine, who was that girl?",Marius
Eponine's Errand,19,,"Some bourgeois, two-a-penny thing!",Eponine
Eponine's Errand,19,,"Éponine, find her for me!",Marius
Eponine's Errand,19,,What will you give me?,Eponine
Eponine's Errand,19,,Anything!,Marius
Eponine's Errand,19,,Got you all excited now,Eponine
Eponine's Errand,19,,But God knows what you see in her,Eponine
Eponine's Errand,19,,Ain't you all delighted now?,Eponine
Eponine's Errand,19,,"No, I don't want your money sir",Eponine
Eponine's Errand,19,,"Éponine, do this for me",Marius
Eponine's Errand,19,,Discover where she lives,Marius
